ÐòºÅ,V1,V2,label
853,6.35 ,3.99 ,3
854,-5.96 ,7.00 ,1
855,0.82 ,2.68 ,2
856,3.76 ,8.41 ,3
857,5.46 ,7.80 ,3
858,-3.79 ,4.57 ,1
859,1.85 ,1.49 ,2
860,5.19 ,4.94 ,3
861,0.03 ,1.30 ,2
862,3.00 ,4.99 ,3
863,-1.78 ,5.72 ,1
864,5.66 ,1.29 ,3
865,-4.89 ,2.93 ,1
866,2.61 ,1.54 ,2
867,0.28 ,3.51 ,2
868,-0.50 ,5.03 ,2
869,5.83 ,1.79 ,3
870,-1.22 ,7.43 ,1
871,-5.75 ,6.84 ,1
872,1.36 ,1.10 ,2
873,-5.42 ,3.44 ,1
874,10.09 ,7.33 ,3
875,-3.79 ,4.27 ,1
876,-3.25 ,0.95 ,1
877,-2.99 ,5.46 ,1
878,-3.36 ,-0.24 ,1
879,-4.12 ,4.57 ,1
880,2.90 ,-0.03 ,2
881,6.74 ,4.14 ,3
882,0.73 ,1.47 ,2
883,2.85 ,4.83 ,3
884,1.02 ,2.49 ,2
885,8.15 ,6.77 ,3
886,-1.83 ,3.68 ,1
887,4.16 ,6.20 ,3
888,-1.80 ,2.84 ,1
889,2.91 ,3.83 ,2
890,1.47 ,-0.21 ,2
891,6.16 ,5.79 ,3
892,1.05 ,1.52 ,2
893,-3.52 ,6.19 ,1
894,4.91 ,3.22 ,3
895,2.14 ,0.85 ,2
896,-1.87 ,5.12 ,1
897,9.41 ,7.59 ,3
898,-5.51 ,5.09 ,1
899,6.75 ,3.63 ,3
900,6.36 ,9.75 ,3
901,-2.19 ,3.62 ,1
902,-4.46 ,2.90 ,1
903,6.54 ,6.23 ,3
904,-5.68 ,2.29 ,1
905,-0.15 ,2.81 ,2
906,-6.38 ,2.95 ,1
907,-3.70 ,3.74 ,1
908,3.32 ,4.53 ,3
909,-3.12 ,6.19 ,1
910,-4.72 ,5.03 ,1
911,1.85 ,1.96 ,2
912,-7.28 ,1.55 ,1
913,5.21 ,4.60 ,3
914,1.43 ,2.63 ,2
915,0.59 ,0.93 ,2
916,-0.13 ,1.10 ,2
917,-3.40 ,3.66 ,1
918,5.49 ,8.43 ,3
919,3.81 ,6.69 ,3
920,0.24 ,1.72 ,2
921,7.87 ,5.92 ,3
922,-1.92 ,1.43 ,1
923,0.49 ,2.65 ,2
924,-3.15 ,3.70 ,1
925,0.53 ,2.00 ,2
926,8.01 ,3.12 ,3
927,8.25 ,6.47 ,3
928,2.31 ,-0.32 ,2
929,3.24 ,2.50 ,2
930,0.23 ,4.75 ,1
931,-3.57 ,5.58 ,1
932,5.79 ,4.05 ,3
933,-5.33 ,3.92 ,1
934,-0.12 ,1.96 ,2
935,-6.11 ,2.95 ,1
936,8.35 ,7.55 ,3
937,1.40 ,1.63 ,2
938,6.12 ,7.28 ,3
939,-0.09 ,1.36 ,2
940,-4.11 ,1.75 ,1
941,-4.84 ,5.03 ,1
942,0.85 ,-0.36 ,2
943,7.74 ,6.82 ,3
944,-0.23 ,0.72 ,2
945,5.00 ,7.66 ,3
946,-1.21 ,5.13 ,1
947,-4.84 ,3.50 ,1
948,0.37 ,4.13 ,2
949,-7.69 ,3.14 ,1
950,4.33 ,4.24 ,2
951,0.54 ,2.68 ,2
952,2.74 ,4.48 ,3
953,1.44 ,2.01 ,2
954,8.32 ,6.88 ,3
955,5.75 ,2.90 ,3
956,2.04 ,2.38 ,2
957,-1.44 ,3.76 ,1
958,0.20 ,2.99 ,2
959,-1.31 ,7.55 ,1
960,0.91 ,3.33 ,2
961,-3.54 ,2.39 ,1
962,-3.45 ,2.28 ,1
963,7.14 ,2.75 ,3
964,-4.49 ,4.59 ,1
965,7.48 ,4.00 ,3
966,0.72 ,1.90 ,2
967,3.64 ,2.57 ,2
968,3.61 ,1.42 ,2
969,5.36 ,8.22 ,3
970,-0.13 ,0.97 ,2
971,-0.80 ,2.30 ,2
972,0.88 ,-0.09 ,2
973,0.63 ,0.61 ,2
974,7.55 ,6.60 ,3
975,1.64 ,2.09 ,2
976,1.18 ,4.58 ,3
977,5.78 ,3.29 ,3
978,1.46 ,1.34 ,2
979,1.13 ,3.58 ,2
980,7.99 ,6.54 ,3
981,5.39 ,7.40 ,3
982,-2.05 ,0.93 ,1
983,6.03 ,7.25 ,3
984,5.61 ,4.17 ,3
985,0.70 ,4.88 ,1
986,5.56 ,4.94 ,3
987,2.09 ,3.93 ,2
988,6.80 ,5.62 ,3
989,3.69 ,8.05 ,3
990,-5.03 ,3.72 ,1
991,3.05 ,4.93 ,3
992,-4.57 ,3.19 ,1
993,0.45 ,-0.19 ,2
994,1.42 ,6.10 ,3
995,-3.48 ,8.44 ,1
996,6.45 ,2.34 ,3
997,-5.51 ,4.86 ,1
998,0.51 ,0.17 ,2
999,0.91 ,4.72 ,2
1000,-5.68 ,3.79 ,1
1001,3.82 ,4.67 ,3
1002,-3.65 ,6.33 ,1
1003,-0.09 ,3.39 ,2
1004,-4.65 ,1.11 ,1
1005,-5.30 ,3.90 ,1
1006,-2.74 ,3.20 ,1
1007,-4.30 ,4.09 ,1
1008,1.52 ,3.17 ,2
1009,6.28 ,6.50 ,3
1010,0.88 ,3.99 ,2
1011,-5.80 ,2.89 ,1
1012,-3.82 ,5.02 ,1
1013,2.81 ,9.05 ,3
1014,-2.49 ,5.33 ,1
1015,-4.65 ,-0.52 ,1
1016,5.55 ,5.52 ,3
1017,-4.65 ,6.21 ,1
1018,7.37 ,6.11 ,3
1019,0.91 ,2.40 ,2
1020,-5.54 ,4.03 ,1
1021,4.41 ,4.39 ,3
1022,0.86 ,2.05 ,2
1023,4.29 ,1.65 ,3
1024,-3.04 ,4.49 ,1
1025,-4.58 ,2.89 ,1
1026,-4.16 ,4.80 ,1
1027,2.20 ,7.31 ,3
1028,0.77 ,2.10 ,2
1029,7.85 ,6.80 ,3
1030,5.92 ,6.51 ,3
1031,1.75 ,1.50 ,2
1032,1.21 ,1.59 ,2
1033,6.45 ,8.40 ,3
1034,0.09 ,2.82 ,2
1035,7.96 ,6.81 ,3
1036,0.54 ,4.57 ,2
1037,2.21 ,0.63 ,2
1038,2.39 ,3.29 ,2
1039,-4.99 ,3.54 ,1
1040,1.89 ,1.24 ,2
1041,2.02 ,0.85 ,2
1042,0.13 ,1.31 ,2
1043,2.78 ,6.02 ,3
1044,8.94 ,5.93 ,3
1045,6.21 ,1.99 ,3
1046,6.30 ,5.92 ,3
1047,0.12 ,1.86 ,2
1048,0.23 ,2.81 ,2
1049,1.32 ,1.61 ,2
1050,1.80 ,1.55 ,2
1051,5.07 ,9.24 ,3
1052,6.03 ,6.06 ,3
1053,-5.12 ,2.84 ,1
1054,5.60 ,7.18 ,3
1055,0.75 ,2.90 ,2
1056,-0.59 ,2.65 ,2
1057,-3.12 ,3.12 ,1
1058,-0.81 ,4.56 ,1
1059,5.64 ,4.53 ,3
1060,2.40 ,5.72 ,3
1061,-1.83 ,5.39 ,1
1062,0.97 ,1.58 ,2
1063,-5.98 ,4.87 ,1
1064,1.91 ,0.46 ,2
1065,-4.02 ,2.37 ,1
1066,4.24 ,10.45 ,3
1067,0.21 ,4.52 ,1
1068,-1.72 ,3.36 ,1
1069,-0.45 ,3.72 ,2
1070,8.08 ,8.19 ,3
1071,1.27 ,1.36 ,2
1072,2.95 ,0.66 ,2
1073,3.50 ,7.40 ,3
1074,0.87 ,2.06 ,2
1075,-2.78 ,4.95 ,1
1076,5.38 ,6.41 ,3
1077,-4.71 ,5.56 ,1
1078,-5.12 ,2.94 ,1
1079,1.33 ,2.44 ,2
1080,1.16 ,1.31 ,2
1081,-2.28 ,4.94 ,1
1082,5.59 ,6.17 ,3
1083,-3.25 ,4.52 ,1
1084,2.43 ,0.45 ,2
1085,-7.14 ,1.90 ,1
1086,7.64 ,8.74 ,3
1087,5.54 ,7.51 ,3
1088,6.80 ,3.82 ,3
1089,1.99 ,2.70 ,2
1090,7.37 ,2.37 ,3
1091,0.83 ,2.11 ,2
1092,-5.66 ,4.10 ,1
1093,6.37 ,6.82 ,3
1094,0.68 ,2.92 ,3
1095,1.90 ,1.62 ,2
1096,7.57 ,5.45 ,3
1097,2.31 ,3.36 ,2
1098,3.45 ,2.12 ,3
1099,5.33 ,8.41 ,3
1100,-3.00 ,6.00 ,1
1101,1.16 ,5.76 ,2
1102,-4.16 ,2.65 ,1
1103,-5.35 ,3.46 ,1
1104,-5.02 ,2.19 ,1
1105,-4.81 ,6.51 ,1
1106,-1.86 ,3.34 ,1
1107,-1.90 ,2.77 ,1
1108,5.34 ,3.61 ,3
1109,-3.22 ,4.91 ,1
1110,0.84 ,0.01 ,2
1111,-1.16 ,3.67 ,1
1112,0.84 ,1.51 ,2
1113,5.46 ,6.61 ,3
1114,-5.48 ,5.92 ,1
1115,-1.00 ,-0.43 ,2
1116,2.11 ,1.05 ,2
1117,-3.47 ,2.24 ,1
1118,-4.77 ,5.98 ,1
1119,2.58 ,4.09 ,2
1120,3.90 ,5.32 ,3
1121,8.65 ,5.60 ,3
1122,7.56 ,7.47 ,3
1123,-3.93 ,3.66 ,1
1124,2.82 ,4.70 ,2
1125,7.97 ,4.98 ,3
1126,-5.60 ,4.46 ,1
1127,8.39 ,3.68 ,3
1128,2.42 ,3.29 ,3
1129,-1.08 ,2.41 ,2
1130,-3.10 ,4.17 ,1
1131,3.84 ,5.89 ,3
1132,7.74 ,6.42 ,3
1133,0.13 ,-0.38 ,2
1134,7.27 ,8.45 ,3
1135,1.47 ,2.20 ,2
1136,-4.34 ,4.01 ,1
1137,-3.02 ,4.43 ,1
1138,0.78 ,-0.05 ,2
1139,5.71 ,5.63 ,3
1140,-0.32 ,4.14 ,2
1141,3.61 ,5.66 ,3
1142,7.58 ,7.54 ,3
1143,2.86 ,2.63 ,2
1144,6.79 ,6.19 ,3
1145,6.46 ,3.66 ,3
1146,-0.19 ,0.69 ,2
1147,-3.58 ,4.95 ,1
1148,-1.42 ,2.53 ,2
1149,-0.45 ,3.29 ,2
1150,1.46 ,1.02 ,2
1151,10.42 ,5.03 ,3
1152,2.64 ,2.96 ,3
1153,9.60 ,3.78 ,3
1154,1.51 ,7.62 ,3
1155,4.70 ,5.64 ,3
1156,2.33 ,3.10 ,2
1157,-2.74 ,1.24 ,1
1158,-1.23 ,1.57 ,2
1159,8.71 ,7.34 ,3
1160,9.61 ,8.49 ,3
1161,-3.12 ,3.20 ,1
1162,-4.79 ,4.59 ,1
1163,6.67 ,5.02 ,3
1164,-0.73 ,2.39 ,2
1165,8.22 ,2.91 ,3
1166,3.24 ,3.46 ,3
1167,-6.05 ,3.29 ,1
1168,0.50 ,3.05 ,2
1169,-2.65 ,3.79 ,1
1170,2.38 ,6.90 ,3
1171,-5.88 ,3.51 ,1
1172,3.61 ,6.56 ,3
1173,7.68 ,6.67 ,3
1174,-3.06 ,4.89 ,1
1175,0.68 ,1.59 ,2
1176,9.34 ,4.44 ,3
1177,2.26 ,1.27 ,2
1178,-4.57 ,4.11 ,1
1179,1.94 ,3.56 ,2
1180,9.46 ,8.22 ,3
1181,5.25 ,6.17 ,3
1182,3.62 ,7.71 ,3
1183,6.30 ,6.65 ,3
1184,0.47 ,1.35 ,2
1185,-0.56 ,1.84 ,2
1186,1.60 ,2.98 ,2
1187,7.13 ,6.74 ,3
1188,0.19 ,0.05 ,2
1189,-2.97 ,5.17 ,1
1190,4.83 ,4.51 ,3
1191,-6.00 ,4.66 ,1
1192,2.11 ,1.27 ,2
1193,8.15 ,5.94 ,3
1194,1.40 ,0.27 ,2
1195,1.92 ,1.25 ,2
1196,6.05 ,7.55 ,3
1197,-4.41 ,2.57 ,1
1198,7.97 ,5.59 ,3
1199,5.32 ,5.64 ,3
1200,0.44 ,1.09 ,2
1201,4.19 ,4.82 ,3
1202,0.87 ,0.91 ,2
1203,-6.69 ,3.92 ,1
1204,6.65 ,6.22 ,3
1205,-2.72 ,4.76 ,1
1206,0.91 ,2.02 ,2
1207,1.55 ,1.18 ,2
1208,-3.63 ,3.44 ,1
1209,-5.21 ,6.25 ,1
1210,0.66 ,1.87 ,2
1211,-5.66 ,2.29 ,1
1212,-5.49 ,5.59 ,1
1213,-0.95 ,1.18 ,2
1214,1.91 ,3.93 ,2
1215,1.12 ,2.13 ,2
1216,0.82 ,2.23 ,2
1217,0.77 ,1.39 ,2
1218,-6.55 ,1.73 ,1
1219,-1.12 ,2.31 ,2
1220,-3.51 ,2.41 ,1
1221,5.61 ,5.06 ,3
1222,-1.76 ,5.41 ,1
1223,6.22 ,4.37 ,3
1224,-3.25 ,3.26 ,1
1225,-4.86 ,5.11 ,1
1226,0.07 ,0.36 ,2
1227,-3.19 ,3.78 ,1
1228,-3.28 ,3.55 ,1
1229,1.91 ,1.41 ,2
1230,-2.61 ,4.79 ,1
1231,-5.25 ,3.72 ,1
1232,0.14 ,3.01 ,2
1233,8.34 ,6.18 ,3
1234,-4.82 ,2.74 ,1
1235,-2.59 ,2.78 ,1
1236,-4.69 ,6.62 ,1
1237,7.59 ,6.75 ,3
1238,1.42 ,6.85 ,3
1239,1.52 ,4.02 ,2
1240,-4.30 ,3.13 ,1
1241,0.60 ,3.35 ,2
1242,7.65 ,4.01 ,3
1243,1.51 ,2.16 ,2
1244,1.46 ,1.19 ,2
1245,2.78 ,2.03 ,2
1246,9.45 ,7.51 ,3
1247,-0.73 ,2.21 ,2
1248,3.63 ,10.26 ,3
1249,7.11 ,7.85 ,3
1250,1.69 ,0.26 ,2
1251,3.42 ,7.42 ,3
1252,-2.44 ,3.88 ,1
1253,0.38 ,2.36 ,2
1254,8.80 ,4.57 ,3
1255,8.52 ,3.53 ,3
1256,-0.59 ,1.06 ,2
1257,-5.28 ,5.21 ,1
1258,3.44 ,1.55 ,2
1259,-7.59 ,1.50 ,1
1260,4.04 ,6.35 ,3
1261,2.19 ,0.45 ,2
1262,3.63 ,1.54 ,2
1263,0.71 ,1.01 ,2
1264,-6.55 ,5.23 ,1
1265,-4.44 ,4.91 ,1
1266,1.35 ,2.72 ,2
1267,0.17 ,5.47 ,3
1268,2.40 ,2.59 ,2
1269,-4.03 ,1.25 ,1
1270,-5.13 ,3.01 ,1
1271,-3.29 ,2.35 ,1
1272,-0.06 ,1.95 ,2
1273,-2.25 ,4.99 ,1
1274,4.01 ,4.09 ,3
1275,1.56 ,0.15 ,2
1276,-2.65 ,5.29 ,1
1277,5.89 ,6.57 ,3
1278,1.33 ,2.55 ,2
1279,-6.34 ,1.14 ,1
1280,1.19 ,2.69 ,2
1281,6.07 ,8.58 ,3
1282,7.86 ,5.42 ,3
1283,1.48 ,0.00 ,2
1284,3.38 ,1.01 ,2
1285,2.55 ,1.69 ,2
1286,4.32 ,7.85 ,3
1287,6.17 ,7.24 ,3
1288,1.81 ,0.31 ,2
1289,-4.22 ,5.51 ,1
1290,1.12 ,1.15 ,2
1291,7.61 ,5.02 ,3
1292,4.06 ,2.94 ,3
1293,6.40 ,8.69 ,3
1294,-2.27 ,4.16 ,1
1295,-1.22 ,1.91 ,2
1296,-4.96 ,8.15 ,1
1297,4.49 ,3.66 ,3
1298,-4.42 ,5.34 ,1
1299,-3.90 ,3.00 ,1
1300,-4.24 ,0.54 ,1
1301,0.35 ,2.87 ,1
1302,0.20 ,3.32 ,1
1303,3.93 ,6.63 ,3
1304,0.87 ,9.16 ,3
1305,-2.76 ,5.70 ,1
1306,5.50 ,5.30 ,3
1307,2.66 ,0.56 ,2
1308,-3.48 ,2.15 ,1
1309,1.03 ,0.04 ,2
1310,2.17 ,1.89 ,2
1311,-4.88 ,1.94 ,1
1312,4.28 ,7.55 ,3
1313,-4.50 ,4.57 ,1
1314,7.11 ,7.01 ,3
1315,7.19 ,5.74 ,3
1316,0.67 ,1.23 ,2
1317,4.97 ,6.34 ,3
1318,1.33 ,3.93 ,2
1319,4.30 ,5.31 ,3
1320,4.82 ,4.15 ,3
1321,2.53 ,1.38 ,2
1322,-0.01 ,1.45 ,2
1323,4.18 ,5.88 ,3
1324,2.49 ,3.48 ,2
1325,-3.47 ,5.56 ,1
1326,-6.34 ,4.93 ,1
1327,0.24 ,1.05 ,2
1328,3.89 ,7.44 ,3
1329,-1.42 ,2.76 ,2
1330,-1.10 ,1.95 ,1
1331,1.19 ,3.32 ,2
1332,-4.42 ,3.95 ,1
1333,2.36 ,2.63 ,2
1334,-3.27 ,2.03 ,1
1335,4.96 ,5.24 ,3
1336,-6.22 ,3.66 ,1
1337,-4.01 ,6.34 ,1
1338,-3.38 ,5.86 ,1
1339,5.44 ,7.27 ,3
1340,1.17 ,1.73 ,2
1341,6.57 ,6.32 ,3
1342,0.49 ,0.78 ,2
1343,3.03 ,0.57 ,3
1344,7.65 ,4.23 ,3
1345,5.90 ,2.74 ,3
1346,6.16 ,6.21 ,3
1347,3.46 ,5.60 ,3
1348,11.51 ,5.53 ,3
1349,1.16 ,0.48 ,2
1350,4.33 ,7.34 ,3
1351,-5.51 ,4.42 ,1
1352,7.70 ,5.44 ,3
1353,-4.93 ,6.01 ,1
1354,-4.67 ,5.31 ,1
1355,1.63 ,3.49 ,2
1356,-3.65 ,3.48 ,1
1357,2.75 ,0.98 ,2
1358,3.00 ,6.77 ,3
1359,7.40 ,2.87 ,3
1360,-4.75 ,3.89 ,1
1361,7.89 ,11.34 ,3
1362,4.23 ,0.87 ,3
1363,-3.95 ,2.73 ,1
1364,0.31 ,4.33 ,2
1365,3.66 ,5.71 ,3
1366,1.74 ,3.09 ,2
1367,0.56 ,0.25 ,2
1368,6.04 ,8.09 ,3
1369,0.94 ,3.65 ,2
1370,-5.84 ,3.61 ,1
1371,-3.33 ,5.72 ,1
1372,-2.35 ,3.16 ,1
1373,-3.62 ,3.92 ,1
1374,9.94 ,5.17 ,3
1375,0.24 ,1.18 ,2
1376,1.14 ,4.17 ,2
1377,0.93 ,1.40 ,2
1378,1.07 ,2.28 ,2
1379,3.91 ,6.69 ,3
1380,-6.85 ,3.77 ,1
1381,-5.93 ,4.35 ,1
1382,4.81 ,6.38 ,3
1383,-3.96 ,6.34 ,1
1384,4.74 ,4.76 ,3
1385,-0.80 ,1.51 ,2
1386,-3.58 ,4.46 ,1
1387,-4.11 ,3.84 ,1
1388,3.38 ,6.34 ,3
1389,9.06 ,6.87 ,3
1390,-4.80 ,2.82 ,1
1391,10.69 ,7.15 ,3
1392,0.23 ,3.69 ,2
1393,-1.11 ,3.95 ,2
1394,-4.87 ,1.29 ,1
1395,-4.26 ,1.61 ,1
1396,8.67 ,9.25 ,3
1397,-1.76 ,3.96 ,1
1398,-2.27 ,6.79 ,1
1399,1.73 ,4.20 ,2
1400,5.57 ,5.81 ,3
1401,-0.07 ,1.59 ,2
1402,0.42 ,1.47 ,2
1403,8.32 ,7.72 ,3
1404,-2.54 ,-0.20 ,1
1405,2.40 ,3.51 ,2
1406,2.79 ,6.21 ,3
1407,4.48 ,1.68 ,2
1408,3.72 ,8.05 ,3
1409,-0.68 ,4.28 ,2
1410,-0.20 ,4.90 ,1
1411,4.37 ,4.31 ,3
1412,-3.82 ,4.45 ,1
1413,6.59 ,7.70 ,3
1414,7.91 ,5.07 ,3
1415,-0.22 ,0.87 ,2
1416,0.90 ,-0.62 ,2
1417,1.71 ,3.56 ,2
1418,-2.23 ,2.32 ,1
1419,7.53 ,7.28 ,3
1420,1.54 ,1.77 ,2
1421,-2.91 ,0.97 ,1
1422,2.18 ,2.52 ,2
1423,6.92 ,5.41 ,3
1424,1.49 ,0.49 ,2
1425,0.18 ,1.97 ,2
1426,-2.56 ,5.80 ,1
1427,0.51 ,0.17 ,2
1428,-4.48 ,2.38 ,1
1429,3.19 ,4.26 ,3
1430,-4.03 ,3.46 ,1
1431,6.61 ,6.43 ,3
1432,6.80 ,4.52 ,3
1433,4.80 ,3.31 ,3
1434,6.15 ,7.95 ,3
1435,-3.00 ,2.08 ,1
1436,6.94 ,6.58 ,3
1437,7.75 ,4.97 ,3
1438,-4.05 ,5.50 ,1
1439,0.89 ,2.76 ,2
1440,5.18 ,5.41 ,3
1441,6.90 ,6.27 ,3
1442,6.62 ,6.19 ,3
1443,0.34 ,0.99 ,2
1444,0.93 ,3.35 ,2
1445,-3.96 ,1.90 ,1
1446,1.90 ,1.24 ,2
1447,3.90 ,7.61 ,3
1448,-6.05 ,3.34 ,1
1449,-1.36 ,2.28 ,1
1450,-4.19 ,5.08 ,1
1451,0.20 ,1.22 ,2
1452,-3.54 ,2.29 ,1
1453,2.31 ,1.92 ,2
1454,1.11 ,1.75 ,2
1455,5.79 ,4.72 ,3
1456,-5.37 ,4.11 ,1
1457,-7.60 ,4.46 ,1
1458,-0.03 ,3.19 ,2
1459,6.08 ,6.59 ,3
1460,-4.74 ,6.55 ,1
1461,-2.31 ,4.65 ,1
1462,-1.80 ,2.05 ,1
1463,4.68 ,6.50 ,3
1464,2.22 ,0.36 ,2
1465,-0.19 ,3.92 ,2
1466,5.92 ,3.73 ,3
1467,6.20 ,9.46 ,3
1468,-4.85 ,1.93 ,1
1469,2.85 ,7.47 ,3
1470,-6.55 ,2.21 ,1
1471,-1.02 ,4.64 ,1
1472,-1.92 ,4.15 ,1
1473,8.78 ,4.43 ,3
1474,-4.08 ,3.08 ,1
1475,-5.23 ,4.84 ,1
1476,0.76 ,-0.06 ,2
1477,0.58 ,1.59 ,2
1478,0.61 ,0.23 ,2
1479,-4.14 ,1.24 ,1
1480,5.79 ,4.79 ,3
1481,11.31 ,3.67 ,3
1482,5.46 ,3.15 ,3
1483,0.20 ,3.32 ,2
1484,0.05 ,3.68 ,2
1485,6.28 ,6.16 ,3
1486,9.40 ,7.25 ,3
1487,-4.31 ,3.22 ,1
1488,-3.75 ,0.86 ,1
1489,-5.62 ,0.12 ,1
1490,1.86 ,2.43 ,2
1491,1.05 ,1.99 ,2
1492,5.84 ,4.16 ,3
1493,-2.88 ,5.71 ,1
1494,4.26 ,7.61 ,3
1495,3.31 ,1.68 ,2
1496,9.85 ,7.94 ,3
1497,-2.87 ,4.21 ,1
1498,1.53 ,1.76 ,2
1499,-5.19 ,-0.41 ,1
1500,6.14 ,4.48 ,3
1501,2.05 ,2.28 ,2
1502,-2.82 ,2.65 ,1
1503,0.09 ,1.28 ,1
1504,6.07 ,6.88 ,3
1505,4.56 ,8.11 ,3
1506,-7.43 ,6.08 ,1
1507,6.72 ,5.66 ,3
1508,1.21 ,1.99 ,2
1509,1.72 ,1.20 ,2
1510,1.02 ,3.43 ,2
1511,5.41 ,3.32 ,3
1512,-4.25 ,1.47 ,1
1513,6.89 ,6.84 ,3
1514,7.77 ,2.58 ,3
1515,-4.85 ,3.57 ,1
1516,5.73 ,8.32 ,3
1517,3.94 ,8.25 ,3
1518,-3.53 ,6.50 ,1
1519,2.38 ,1.59 ,2
1520,6.05 ,6.13 ,3
1521,-5.85 ,2.46 ,1
1522,-3.45 ,5.71 ,1
1523,2.09 ,2.63 ,2
1524,-2.00 ,2.97 ,1
1525,-4.84 ,2.28 ,1
1526,-0.10 ,1.39 ,2
1527,6.38 ,4.87 ,3
1528,-6.73 ,5.07 ,1
1529,-5.20 ,6.71 ,1
1530,-4.92 ,2.59 ,1
1531,2.19 ,3.09 ,2
1532,-0.07 ,4.35 ,2
1533,0.96 ,3.13 ,2
1534,1.10 ,1.51 ,2
1535,0.32 ,2.25 ,2
1536,-0.99 ,4.84 ,2
1537,2.49 ,3.08 ,2
1538,-6.83 ,3.37 ,1
1539,4.11 ,6.28 ,3
1540,-3.20 ,6.36 ,1
1541,2.23 ,4.36 ,3
1542,-5.38 ,2.72 ,1
1543,3.15 ,3.31 ,3
1544,-0.40 ,1.41 ,2
1545,4.00 ,5.87 ,3
1546,-1.59 ,3.89 ,2
1547,0.47 ,3.38 ,2
1548,14.80 ,5.37 ,3
1549,4.88 ,7.80 ,3
1550,7.39 ,5.08 ,3
1551,8.83 ,6.19 ,3
1552,8.08 ,8.42 ,3
1553,2.47 ,0.81 ,2
1554,5.81 ,3.66 ,3
1555,-2.18 ,6.16 ,1
1556,1.86 ,2.18 ,2
1557,-4.44 ,4.09 ,1
1558,-0.42 ,3.56 ,2
1559,7.02 ,6.68 ,3
1560,-2.84 ,5.40 ,1
1561,2.17 ,2.15 ,2
1562,-7.84 ,2.62 ,1
1563,5.47 ,9.19 ,3
1564,2.97 ,6.69 ,3
1565,-5.93 ,4.65 ,1
1566,2.48 ,1.33 ,2
1567,-4.67 ,5.39 ,1
1568,-3.44 ,4.05 ,1
1569,6.02 ,5.51 ,3
1570,-3.64 ,4.91 ,1
1571,-5.52 ,0.99 ,1
1572,3.99 ,4.33 ,3
1573,-1.81 ,0.39 ,1
1574,-5.03 ,4.07 ,1
1575,2.42 ,0.96 ,2
1576,1.90 ,3.69 ,2
1577,-4.20 ,2.21 ,1
1578,-1.97 ,4.59 ,1
1579,-4.58 ,4.34 ,1
1580,0.93 ,2.97 ,2
1581,-5.89 ,2.18 ,1
1582,0.05 ,2.48 ,2
1583,-0.56 ,3.00 ,2
1584,3.97 ,5.82 ,3
1585,-3.15 ,5.24 ,1
1586,6.66 ,6.01 ,3
1587,-1.44 ,3.52 ,1
1588,-2.36 ,3.83 ,1
1589,4.68 ,7.15 ,3
1590,5.73 ,4.71 ,3
1591,2.26 ,3.32 ,2
1592,0.12 ,-0.20 ,2
1593,-7.74 ,5.89 ,1
1594,6.46 ,7.08 ,3
1595,0.12 ,1.78 ,2
1596,0.57 ,2.42 ,2
1597,0.20 ,4.94 ,1
1598,6.10 ,4.61 ,3
1599,-4.35 ,4.36 ,1
1600,-1.60 ,3.79 ,1
1601,-2.64 ,1.71 ,1
1602,8.20 ,7.35 ,3
1603,-5.59 ,6.57 ,1
1604,7.29 ,3.26 ,3
1605,6.54 ,10.30 ,3
1606,-3.98 ,5.03 ,1
1607,11.22 ,3.21 ,3
1608,3.14 ,2.90 ,3
1609,-2.40 ,4.72 ,1
1610,-3.47 ,5.03 ,1
1611,-3.98 ,3.54 ,1
1612,6.94 ,6.46 ,3
1613,8.36 ,5.37 ,3
1614,7.15 ,9.39 ,3
1615,2.95 ,2.74 ,2
1616,-1.83 ,1.99 ,2
1617,-2.34 ,3.33 ,1
1618,-6.08 ,2.28 ,1
1619,-3.52 ,2.36 ,1
1620,-6.44 ,2.47 ,1
1621,-6.03 ,5.82 ,1
1622,0.20 ,4.13 ,2
1623,-4.92 ,0.90 ,1
1624,-2.73 ,2.11 ,1
1625,3.76 ,5.87 ,3
1626,1.92 ,2.28 ,2
1627,3.19 ,-0.11 ,2
1628,5.75 ,5.21 ,3
1629,5.33 ,6.04 ,3
1630,7.39 ,4.96 ,3
1631,0.83 ,2.48 ,2
1632,-3.47 ,1.93 ,1
1633,6.25 ,6.80 ,3
1634,0.42 ,0.00 ,2
1635,1.75 ,1.64 ,2
1636,-0.22 ,3.72 ,2
1637,11.41 ,5.03 ,3
1638,-5.62 ,0.74 ,1
1639,-0.33 ,2.67 ,2
1640,0.48 ,1.48 ,2
1641,-5.95 ,5.29 ,1
1642,-2.07 ,2.81 ,1
1643,-5.65 ,1.92 ,1
1644,-1.95 ,6.00 ,1
1645,0.03 ,3.21 ,2
1646,5.27 ,4.20 ,3
1647,4.81 ,5.34 ,3
1648,-4.80 ,3.07 ,1
1649,-3.70 ,1.59 ,1
1650,-1.67 ,4.40 ,1
1651,-3.19 ,4.02 ,1
1652,1.84 ,2.81 ,2
1653,-6.86 ,2.39 ,1
1654,2.12 ,2.63 ,2
1655,6.44 ,3.44 ,3
1656,0.71 ,0.90 ,2
1657,-4.13 ,3.31 ,1
1658,8.31 ,5.99 ,3
1659,6.71 ,10.47 ,3
1660,-2.42 ,2.57 ,1
1661,-4.67 ,2.10 ,1
1662,2.42 ,5.64 ,3
1663,8.95 ,6.37 ,3
